Date, Time, Latitude, Longitude, Altitude,Colony,Species,Year,Birdring,BirdID
28/06/2016, 17:55:44,51.73835,-5.27554,4.75,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 17:57:50,51.738354,-5.275553,9.82,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 17:59:56,51.73835,-5.275557,5.52,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:02:02,51.73835,-5.275558,6.45,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:04:08,51.73835,-5.275579,6.29,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:06:14,51.738335,-5.275619,-1.88,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:08:25,51.737598,-5.274284,46.53,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:10:58,51.737637,-5.274132,46.93,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:13:10,51.737583,-5.273786,61.06,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:15:16,51.737553,-5.274402,50.1,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:17:48,51.737484,-5.274586,36.84,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:20:00,51.737606,-5.274611,36.11,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:22:38,51.737495,-5.274883,29.09,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:25:05,51.737759,-5.274592,40.83,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:27:13,51.737457,-5.27463,32.24,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:29:22,51.737679,-5.274526,34.97,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:31:46,51.737617,-5.274642,33.23,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:34:19,51.737564,-5.27488,34.3,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:36:59,51.737556,-5.2747,23.93,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:39:17,51.737556,-5.27468,24.51,Skomer,Kittiwake,2016,EJ99608,2016003
28/06/2016, 18:44:24,51.737759,-5.275216,-23.95,Skomer,Kittiwake,2016,EJ99608,2016003
